account_id,associate_id,origination_date,account_balance,is_migrated,days_delinquent,cured_flag,last_payment_date,delinquency_status
2731,23,2022-08-11,59196,0,15,0,2022-05-23,Early
2732,24,2023-10-04,93459,0,0,0,2024-03-31,Current
2733,13,2024-12-07,137245,0,15,1,2024-09-01,Early
2734,19,2022-12-13,128863,1,0,0,2022-12-05,Current
2735,5,2023-06-16,435350,0,0,0,2022-10-23,Current
2736,12,2022-04-20,300463,0,0,0,2023-03-30,Current
2737,1,2023-01-31,413154,1,60,0,2022-02-08,30-60
2738,23,2024-06-28,82769,1,0,0,2022-07-12,Current
2739,5,2022-10-31,419673,0,0,0,2022-04-04,Current
2740,8,2022-02-14,306433,1,0,0,2024-09-15,Current
2741,13,2025-08-20,74700,1,0,0,2024-04-19,Current
2742,8,2022-03-31,296864,1,0,1,2024-08-14,Current
2743,25,2025-11-08,261428,1,15,0,2023-06-02,Early
2744,23,2023-12-18,281237,0,30,0,2025-10-23,Early
2745,11,2023-09-23,317413,0,30,1,2025-01-08,Early
2746,1,2024-01-15,433775,0,0,0,2023-05-15,Current
2747,13,2023-01-05,356024,0,0,0,2022-06-20,Current
2748,19,2022-05-17,164003,0,0,0,2025-06-23,Current
2749,24,2022-10-10,189392,0,0,0,2025-04-20,Current
2750,3,2023-06-25,99589,0,0,0,2022-11-05,Current
2751,24,2022-12-21,300606,0,0,0,2022-10-06,Current
2752,17,2025-12-01,257348,0,15,1,2025-06-27,Early
2753,5,2024-08-25,85897,1,30,0,2022-04-12,Early
2754,20,2023-02-22,239637,0,60,0,2025-05-05,30-60
2755,21,2025-11-17,212002,0,30,0,2025-09-29,Early
2756,8,2023-09-22,238305,0,0,0,2025-09-30,Current
2757,14,2022-02-28,263893,0,0,0,2025-06-10,Current
2758,4,2023-04-17,326524,1,0,1,2022-05-15,Current
2759,11,2025-03-13,257968,0,0,1,2023-07-13,Current
2760,20,2025-03-12,120934,0,0,0,2023-09-08,Current
2761,15,2022-08-09,105830,0,0,0,2022-06-01,Current
2762,19,2023-11-27,317673,0,0,1,2025-02-09,Current
2763,7,2024-11-17,302364,0,30,0,2025-03-17,Early
2764,19,2023-06-01,406742,0,30,0,2022-12-28,Early
2765,19,2025-06-29,283294,0,0,0,2024-07-31,Current
2766,11,2025-07-06,132987,1,0,1,2023-03-11,Current
2767,5,2023-05-06,99178,0,0,0,2023-05-01,Current
2768,5,2025-08-21,188009,0,15,1,2025-07-18,Early
2769,22,2022-09-19,434096,0,0,0,2024-06-28,Current
2770,8,2025-07-08,89886,0,30,0,2024-03-23,Early
2771,10,2025-12-31,99699,0,15,0,2025-09-06,Early
2772,6,2024-01-09,126396,0,0,0,2022-06-14,Current
2773,15,2023-03-28,140678,1,0,1,2025-01-08,Current
2774,16,2025-10-29,75279,0,0,0,2024-07-29,Current
2775,17,2023-01-24,481322,1,0,0,2023-05-17,Current
2776,8,2022-01-06,160776,0,30,0,2024-07-30,Early
2777,8,2024-05-31,151444,1,0,0,2025-06-19,Current
2778,25,2022-11-11,418444,0,0,0,2023-03-18,Current
2779,9,2025-08-23,163793,0,90,0,2025-01-25,60-90
2780,2,2025-11-30,428422,0,0,0,2024-10-18,Current
2781,15,2024-12-18,260809,1,0,1,2024-02-17,Current
2782,18,2025-08-12,221616,1,0,0,2022-01-23,Current
2783,3,2023-12-18,415391,0,30,1,2022-12-11,Early
2784,17,2025-01-07,292262,0,15,0,2023-10-24,Early
2785,4,2025-08-12,58997,0,0,0,2024-11-20,Current
2786,4,2024-10-03,156102,0,90,0,2023-09-08,60-90
2787,14,2025-08-21,397855,0,30,1,2025-11-26,Early
2788,9,2025-10-27,428189,1,0,0,2024-10-11,Current
2789,9,2024-02-21,90860,0,30,1,2025-04-19,Early
2790,25,2022-10-28,315369,0,0,0,2023-05-14,Current
2791,23,2025-10-11,160114,0,15,0,2022-10-13,Early
2792,18,2024-12-24,163218,0,0,0,2024-03-18,Current
2793,10,2024-03-05,412908,0,15,0,2025-04-28,Early
2794,21,2025-09-01,157041,0,0,0,2022-11-09,Current
2795,4,2025-08-17,424368,0,60,1,2022-02-18,30-60
2796,12,2024-01-31,375800,1,0,1,2022-06-25,Current
2797,8,2022-11-16,495096,0,15,1,2022-07-07,Early
2798,2,2022-07-05,242150,0,0,1,2023-11-24,Current
2799,22,2024-02-18,126290,0,60,1,2023-01-25,30-60
2800,13,2023-02-13,106633,1,30,1,2025-08-12,Early
2801,21,2025-12-21,338799,1,0,0,2025-07-17,Current
2802,16,2024-12-01,171118,0,90,0,2024-09-23,60-90
2803,2,2022-04-13,224673,0,0,0,2024-10-11,Current
2804,11,2025-11-16,53114,1,15,0,2023-06-27,Early
2805,10,2022-09-03,338646,0,30,1,2024-06-04,Early
2806,15,2023-07-01,99768,0,0,0,2024-12-31,Current
2807,17,2023-01-26,360272,1,90,0,2022-10-23,60-90
2808,8,2022-01-27,463244,1,0,0,2023-10-13,Current
2809,18,2025-09-25,498781,0,0,0,2023-05-01,Current
2810,23,2025-07-04,133123,0,60,0,2023-08-09,30-60
2811,9,2022-12-24,158255,0,30,0,2023-01-22,Early
2812,25,2022-11-29,216405,0,0,0,2022-03-04,Current
2813,8,2025-10-13,53174,1,0,0,2022-02-12,Current
2814,14,2023-12-13,167769,1,30,0,2023-12-02,Early
2815,25,2022-07-21,347542,1,0,0,2022-11-25,Current
2816,18,2022-06-15,479145,0,60,0,2022-11-07,30-60
2817,22,2022-04-13,185393,0,30,0,2022-08-13,Early
2818,20,2025-10-03,435693,0,0,0,2025-11-27,Current
2819,20,2022-01-17,277043,0,0,1,2023-07-23,Current
2820,21,2024-10-09,292580,1,0,0,2025-09-08,Current
2821,12,2022-07-07,236493,0,0,1,2022-03-08,Current
2822,19,2025-03-06,122635,0,30,1,2023-07-04,Early
2823,14,2025-09-05,335904,0,90,1,2025-10-19,60-90
2824,17,2022-09-23,454576,1,15,0,2024-07-29,Early
2825,24,2024-06-03,191385,1,0,0,2022-06-27,Current
2826,21,2023-07-09,442818,1,0,0,2022-05-30,Current
2827,3,2022-02-05,292878,0,15,0,2024-11-23,Early
2828,23,2025-03-22,267070,0,15,1,2025-01-06,Early
2829,7,2022-03-06,449017,0,15,0,2022-03-26,Early
2830,17,2023-09-26,326274,0,0,1,2024-03-16,Current
2831,12,2024-10-08,457487,0,60,1,2025-11-13,30-60
2832,9,2025-04-21,459291,0,0,0,2024-08-20,Current
2833,15,2025-06-09,419359,0,30,0,2024-04-11,Early
2834,18,2022-08-06,200056,0,30,0,2025-01-12,Early
2835,21,2024-04-14,400239,0,15,0,2023-02-03,Early
2836,13,2022-04-07,373086,0,0,0,2025-12-11,Current
2837,21,2022-12-06,193933,0,15,1,2024-11-29,Early
2838,8,2022-05-22,148970,0,0,0,2025-07-11,Current
2839,14,2023-02-05,132203,0,30,0,2024-02-26,Early
2840,8,2022-12-31,242319,0,0,0,2023-03-19,Current
2841,14,2022-10-27,250173,1,0,0,2022-10-25,Current
2842,7,2025-06-03,202049,1,0,0,2023-12-10,Current
2843,23,2024-07-13,493833,0,60,0,2023-11-28,30-60
2844,12,2024-08-14,267726,0,15,0,2022-03-28,Early
2845,11,2025-12-14,400321,0,15,0,2023-10-21,Early
2846,22,2024-05-24,122902,0,15,0,2022-01-21,Early
2847,22,2022-04-27,142172,1,60,0,2025-01-10,30-60
2848,11,2025-07-04,196702,0,0,1,2022-06-03,Current
2849,25,2025-11-29,70056,0,15,0,2023-12-11,Early
2850,22,2023-12-09,188454,0,15,0,2024-11-19,Early
2851,13,2025-05-05,105739,0,0,0,2024-03-29,Current
2852,18,2024-06-29,393829,0,0,0,2023-05-25,Current
2853,2,2025-09-29,98639,0,0,1,2023-07-07,Current
2854,21,2022-05-24,489257,0,0,1,2023-08-09,Current
2855,15,2022-04-21,313136,0,0,0,2023-03-02,Current
2856,20,2025-01-10,122394,1,0,1,2023-12-13,Current
2857,18,2025-02-25,379801,1,15,1,2023-02-01,Early
2858,15,2024-03-18,339304,0,0,0,2025-01-11,Current
2859,19,2025-11-23,357300,0,0,1,2022-07-19,Current
2860,23,2024-04-25,232447,0,60,0,2023-05-28,30-60
2861,24,2024-10-06,398586,0,0,0,2022-06-03,Current
2862,12,2025-04-27,200644,0,0,1,2023-10-08,Current
2863,13,2025-03-22,430069,0,15,0,2024-12-22,Early
2864,22,2024-08-17,54136,1,0,1,2024-08-28,Current
2865,11,2023-09-14,111868,0,0,0,2025-02-24,Current
2866,5,2022-06-15,394407,0,0,1,2025-07-24,Current
2867,1,2022-07-21,344311,0,90,0,2024-08-08,60-90
2868,24,2022-11-23,160957,0,30,0,2024-06-01,Early
2869,3,2025-10-31,65479,0,30,0,2025-09-07,Early
2870,22,2024-10-19,169392,1,120,1,2024-02-19,90+
2871,19,2022-09-19,212448,1,90,0,2023-04-28,60-90
2872,23,2024-03-11,185895,0,30,0,2025-04-28,Early
2873,7,2024-05-21,306228,0,15,0,2024-02-06,Early
2874,12,2022-07-18,251528,1,0,0,2024-03-26,Current
2875,15,2022-03-05,331729,0,0,1,2022-05-14,Current
2876,25,2023-05-20,284847,1,15,0,2024-07-01,Early
2877,5,2023-12-07,460488,0,15,0,2025-05-27,Early
2878,15,2025-07-12,338763,0,90,0,2023-12-24,60-90
2879,8,2025-11-23,387213,0,0,0,2023-07-08,Current
2880,10,2023-07-22,352039,0,15,0,2024-03-08,Early
2881,16,2023-08-01,315864,1,15,1,2025-12-08,Early
2882,8,2024-03-14,331411,0,0,1,2025-10-20,Current
2883,1,2025-09-14,196768,0,15,0,2024-07-28,Early
2884,12,2022-12-31,211040,0,0,0,2023-02-22,Current
2885,5,2023-01-04,365508,1,0,1,2023-01-15,Current
2886,3,2025-04-08,466561,0,0,0,2024-10-10,Current
2887,1,2024-04-28,101567,1,0,0,2022-06-20,Current
2888,4,2025-04-10,141229,0,0,0,2024-08-22,Current
2889,8,2023-11-30,462601,0,15,0,2025-01-25,Early
2890,3,2025-03-30,249316,0,0,0,2025-08-21,Current
2891,10,2025-07-21,246497,0,0,1,2024-04-25,Current
2892,2,2023-09-30,390662,0,0,0,2023-08-10,Current
2893,11,2023-06-18,132844,0,0,1,2022-02-05,Current
2894,25,2024-12-02,213991,0,0,0,2022-04-21,Current
2895,10,2023-09-02,140697,0,0,0,2022-08-01,Current
2896,21,2023-10-31,107196,0,15,0,2025-09-30,Early
2897,14,2025-05-25,165600,0,60,1,2025-03-16,30-60
2898,7,2022-01-20,150625,0,0,0,2024-12-29,Current
2899,2,2025-03-11,443711,0,0,0,2024-08-02,Current
2900,9,2025-05-18,356899,1,0,1,2025-07-12,Current
2901,16,2024-01-20,83324,0,0,1,2025-11-19,Current
2902,13,2025-10-09,391073,0,15,1,2025-06-20,Early
2903,9,2024-03-03,444768,0,60,0,2022-11-19,30-60
2904,20,2022-05-12,101272,0,30,1,2024-04-06,Early
2905,4,2023-12-27,479069,0,0,0,2024-06-21,Current
2906,22,2025-06-04,299264,0,90,1,2022-04-18,60-90
2907,10,2025-11-26,213996,0,0,1,2023-08-27,Current
2908,22,2024-07-24,386606,0,15,1,2025-10-07,Early
2909,12,2025-10-05,277459,1,15,1,2023-03-22,Early
2910,17,2025-04-27,204961,1,15,0,2023-09-08,Early
2911,14,2024-02-18,286538,0,0,1,2023-09-15,Current
2912,14,2025-10-20,104675,0,0,0,2022-09-06,Current
2913,25,2024-03-06,123591,1,0,1,2024-04-22,Current
2914,2,2023-04-03,203706,1,0,1,2022-02-06,Current
2915,21,2023-05-06,344507,0,0,0,2023-08-21,Current
2916,25,2023-12-14,244824,0,15,0,2022-03-14,Early
2917,20,2022-07-14,389148,1,0,1,2025-04-22,Current
2918,11,2023-09-04,499614,0,15,0,2022-06-22,Early
2919,16,2023-08-22,279530,0,0,0,2023-04-06,Current
2920,19,2022-10-09,352862,0,60,0,2024-08-06,30-60
2921,23,2025-07-28,163627,1,0,0,2023-11-27,Current
2922,6,2025-09-08,263988,1,60,0,2022-04-12,30-60
2923,24,2022-06-22,339014,0,0,0,2024-12-28,Current
2924,19,2023-05-11,87394,0,0,0,2025-01-10,Current
2925,5,2024-04-04,364201,0,60,1,2025-10-27,30-60
2926,4,2022-12-26,129795,1,0,0,2022-08-02,Current
2927,15,2024-04-16,392553,0,0,0,2024-04-05,Current
2928,4,2024-12-16,325160,1,0,0,2022-02-27,Current
2929,20,2024-07-26,92137,0,0,0,2023-01-28,Current
2930,10,2025-03-18,443369,1,0,0,2023-10-04,Current
2931,24,2025-06-18,188925,0,0,1,2024-03-12,Current
2932,22,2023-07-28,62379,0,60,0,2023-02-19,30-60
2933,3,2024-07-29,459008,0,15,0,2022-09-10,Early
2934,5,2023-05-16,171169,0,0,1,2023-03-01,Current
2935,6,2023-08-11,219439,1,30,0,2022-09-12,Early
2936,21,2023-01-08,199172,0,0,0,2022-03-30,Current
2937,22,2022-05-02,176082,0,0,1,2024-02-01,Current
2938,8,2022-01-20,425233,0,0,0,2025-05-14,Current
2939,7,2024-07-25,61049,1,15,1,2022-12-10,Early
2940,21,2024-03-20,444002,0,0,0,2025-12-29,Current
2941,10,2022-07-09,211771,0,15,0,2025-07-15,Early
2942,6,2022-01-03,434928,1,0,1,2024-08-11,Current
2943,14,2022-08-07,359835,0,90,0,2023-08-06,60-90
2944,4,2024-04-26,218112,0,30,0,2024-12-29,Early
2945,25,2023-04-02,299527,0,0,1,2022-01-04,Current
2946,13,2024-09-27,274062,0,30,0,2022-08-20,Early
2947,20,2025-10-02,107986,1,15,1,2023-09-30,Early
2948,17,2025-06-05,481978,1,0,1,2023-01-01,Current
2949,23,2022-03-27,204672,0,0,0,2022-11-01,Current
2950,7,2024-07-07,406918,0,0,0,2024-11-28,Current
2951,4,2024-11-19,271849,0,30,0,2025-05-05,Early
2952,14,2024-05-03,463026,0,15,1,2023-09-25,Early
2953,3,2025-04-18,266775,0,0,0,2025-12-15,Current
2954,24,2023-02-08,155315,1,0,0,2024-07-22,Current
2955,5,2023-08-22,369348,0,0,0,2023-08-22,Current
2956,16,2025-01-01,332229,0,0,0,2024-01-07,Current
2957,23,2023-01-28,227926,1,30,0,2024-02-12,Early
2958,20,2024-02-26,265341,1,90,1,2023-08-08,60-90
2959,4,2024-03-06,220851,0,0,0,2022-01-14,Current
2960,24,2023-04-27,237279,1,0,0,2025-01-27,Current
2961,24,2024-06-02,275687,0,0,1,2024-08-27,Current
2962,2,2024-01-09,346124,0,60,0,2025-09-03,30-60
2963,18,2025-03-13,368261,0,0,1,2022-04-07,Current
2964,19,2023-11-15,195213,0,0,0,2024-07-28,Current
2965,19,2023-05-06,190416,0,30,0,2023-03-14,Early
2966,17,2022-12-31,65896,1,0,1,2022-03-02,Current
2967,14,2025-11-07,139353,1,0,0,2025-06-10,Current
2968,19,2024-10-29,79813,0,15,0,2023-09-08,Early
2969,22,2023-12-21,265503,0,0,0,2023-10-31,Current
2970,24,2024-02-22,115679,0,0,1,2025-09-06,Current
2971,13,2024-01-17,191753,0,0,1,2025-06-19,Current
2972,12,2024-09-06,253975,1,0,0,2025-01-22,Current
2973,6,2022-07-22,315372,0,0,1,2024-11-26,Current
2974,21,2025-10-20,447798,0,90,0,2023-05-21,60-90
2975,4,2025-11-01,259755,0,0,0,2023-05-01,Current
2976,19,2025-04-16,323541,0,30,1,2025-06-09,Early
2977,16,2023-02-08,482015,0,0,1,2023-10-18,Current
2978,13,2022-06-25,349155,0,0,0,2024-08-02,Current
2979,4,2022-01-21,129183,0,0,0,2024-05-09,Current
2980,23,2024-11-05,405398,0,0,0,2022-01-15,Current
2981,17,2024-12-29,487480,0,0,1,2022-06-15,Current
2982,23,2023-08-14,92317,0,0,1,2025-08-28,Current
2983,1,2022-10-24,228986,1,0,0,2022-04-25,Current
2984,18,2022-03-04,265705,1,0,1,2024-02-06,Current
2985,20,2022-12-10,414633,1,90,1,2022-02-12,60-90
2986,17,2025-03-21,226326,0,0,1,2022-07-12,Current
2987,15,2022-08-15,352240,0,0,0,2022-08-22,Current
2988,11,2025-03-11,365929,0,0,0,2025-04-28,Current
2989,25,2023-01-01,102344,1,0,0,2024-03-15,Current
2990,22,2025-09-02,296060,0,30,0,2023-03-11,Early
2991,13,2022-11-03,432526,0,0,1,2022-11-30,Current
2992,1,2025-02-26,249618,0,0,1,2023-01-03,Current
2993,17,2025-01-02,209484,0,0,0,2022-09-08,Current
2994,6,2025-06-28,160489,0,30,1,2025-06-07,Early
2995,4,2024-09-06,494874,0,0,0,2022-08-06,Current
2996,20,2022-05-29,492765,1,0,0,2023-10-23,Current
2997,16,2023-11-27,308667,0,0,0,2023-02-10,Current
2998,15,2022-01-01,61549,1,0,0,2023-02-06,Current
2999,15,2024-11-06,75739,0,0,0,2023-03-09,Current
3000,6,2025-03-17,333353,1,60,0,2024-05-20,30-60
3001,15,2023-05-27,157051,0,30,1,2023-10-15,Early
3002,14,2024-09-14,65116,0,15,0,2022-04-16,Early
3003,11,2025-11-18,70045,0,0,0,2022-03-31,Current
3004,7,2025-10-26,469543,0,0,0,2024-08-10,Current
3005,9,2024-04-19,85709,0,0,1,2024-07-09,Current
3006,16,2024-03-21,355761,0,15,0,2023-12-20,Early
3007,5,2023-06-01,207977,0,0,1,2022-01-03,Current
3008,25,2025-12-26,253675,0,90,0,2022-03-09,60-90
3009,20,2024-09-02,279167,1,0,0,2024-11-08,Current
3010,10,2023-06-17,431923,1,90,1,2024-12-01,60-90
3011,18,2024-10-16,355063,0,0,0,2025-07-05,Current
3012,3,2025-04-02,395665,0,0,0,2023-05-11,Current
3013,13,2025-06-19,269222,1,0,0,2024-07-22,Current
3014,11,2022-10-28,239518,0,30,0,2024-03-14,Early
3015,17,2025-03-03,233500,0,0,1,2023-06-28,Current
3016,22,2022-08-04,491110,0,60,0,2025-02-15,30-60
3017,13,2022-11-29,318591,0,60,0,2024-03-02,30-60
3018,6,2025-04-21,55499,0,15,0,2022-10-08,Early
3019,17,2023-07-24,89041,0,15,0,2024-12-01,Early
3020,13,2022-08-13,343459,0,30,0,2024-03-02,Early
3021,19,2023-07-21,182371,0,15,0,2025-05-21,Early
3022,21,2024-02-13,432650,1,0,0,2022-01-22,Current
3023,19,2024-02-26,186066,0,15,0,2024-10-09,Early
3024,10,2023-02-28,276486,0,60,0,2023-12-08,30-60
3025,3,2025-01-16,262235,0,0,0,2023-03-25,Current
3026,14,2023-08-01,307831,0,90,0,2022-06-27,60-90
3027,19,2022-10-11,450705,0,0,1,2023-11-09,Current
3028,5,2023-07-12,403791,0,0,0,2025-06-22,Current
3029,5,2022-09-04,344499,0,0,1,2023-02-01,Current
3030,20,2023-06-10,385949,0,0,0,2024-03-06,Current
3031,17,2023-03-07,380511,0,30,1,2024-09-23,Early
3032,21,2022-12-27,422050,0,60,0,2025-05-28,30-60
3033,10,2024-07-22,429553,1,30,0,2022-10-12,Early
3034,5,2024-05-18,389499,0,90,1,2023-11-21,60-90
3035,4,2024-09-14,166220,0,0,1,2022-02-07,Current
3036,6,2023-05-15,271421,0,0,0,2025-05-27,Current
3037,4,2024-08-10,399317,0,0,0,2023-02-24,Current
3038,7,2025-08-24,314140,1,60,0,2023-12-29,30-60
3039,7,2024-12-02,301071,0,0,0,2025-03-14,Current
3040,18,2025-01-27,356531,0,120,0,2022-03-18,90+
3041,3,2024-09-30,53089,0,15,1,2025-07-05,Early
3042,1,2025-05-28,410971,0,90,0,2024-10-19,60-90
3043,24,2023-03-30,332803,0,0,0,2023-09-26,Current
3044,25,2025-12-24,357322,0,0,0,2025-09-09,Current
3045,4,2024-07-10,145965,0,30,1,2024-02-25,Early
3046,6,2025-03-30,131268,1,30,1,2022-12-07,Early
3047,9,2025-07-16,397186,0,0,0,2022-02-07,Current
3048,22,2023-07-24,418615,0,90,0,2022-05-07,60-90
3049,14,2024-12-17,251798,1,60,0,2022-11-09,30-60
3050,12,2024-04-11,382255,1,0,0,2023-12-05,Current
3051,25,2025-06-21,287103,0,0,0,2022-07-19,Current
3052,20,2022-09-03,294754,0,0,1,2025-07-18,Current
3053,24,2024-03-28,215637,1,0,1,2025-09-04,Current
3054,25,2024-07-14,412579,0,30,0,2022-03-19,Early
3055,4,2024-10-08,139242,0,0,0,2023-02-25,Current
3056,21,2023-10-21,425348,1,15,0,2024-06-13,Early
3057,24,2023-05-10,203956,0,15,0,2023-08-29,Early
3058,12,2024-05-24,329343,0,0,1,2022-04-17,Current
3059,10,2024-09-28,110038,0,0,0,2023-10-03,Current
3060,22,2025-05-02,107786,0,0,0,2025-05-29,Current
3061,7,2024-02-03,421780,1,0,1,2025-03-12,Current
3062,3,2022-04-06,286042,0,15,0,2022-09-23,Early
3063,23,2025-01-17,361438,1,90,1,2022-09-24,60-90
3064,14,2025-04-13,259087,0,0,1,2024-07-20,Current
3065,24,2022-12-06,215250,0,0,1,2024-02-09,Current
3066,10,2023-06-09,455881,0,0,0,2025-12-14,Current
3067,16,2022-02-23,312678,0,0,0,2022-09-27,Current
3068,16,2023-09-06,403972,1,0,0,2023-04-15,Current
3069,22,2025-10-13,348276,0,30,0,2023-08-14,Early
3070,10,2023-09-23,427864,0,0,1,2024-06-05,Current
3071,25,2022-11-07,348254,0,90,0,2023-08-22,60-90
3072,13,2024-09-06,239826,1,0,0,2022-09-08,Current
3073,6,2024-08-24,375724,0,60,0,2023-10-16,30-60
3074,12,2024-01-15,465685,0,60,1,2022-06-03,30-60
3075,9,2024-01-19,376160,0,0,0,2022-01-23,Current
3076,13,2024-07-14,96233,0,0,0,2023-12-13,Current
3077,4,2025-11-05,442007,0,15,0,2022-09-09,Early
3078,24,2024-03-03,247780,0,15,1,2023-06-16,Early
3079,11,2025-08-09,274522,1,60,0,2024-07-28,30-60
3080,20,2025-08-04,156311,0,15,0,2023-12-13,Early
3081,18,2024-02-21,84409,0,0,0,2023-06-02,Current
3082,11,2023-02-05,296231,0,60,0,2022-07-15,30-60
3083,25,2023-03-06,462540,0,120,1,2023-07-01,90+
3084,21,2024-06-09,451954,1,15,1,2022-04-25,Early
3085,4,2023-10-09,336198,0,60,0,2025-08-08,30-60
3086,18,2022-04-15,79709,0,15,0,2024-10-24,Early
3087,1,2024-05-24,159321,0,15,0,2025-02-09,Early
3088,7,2023-11-06,50363,0,15,1,2022-07-20,Early
3089,6,2025-04-01,322502,0,30,0,2022-09-14,Early
3090,15,2025-11-24,446456,0,0,1,2024-12-13,Current
3091,18,2022-02-02,95689,0,15,1,2024-09-26,Early
3092,24,2022-03-16,314080,1,15,1,2024-11-18,Early
3093,11,2025-10-08,424416,0,0,1,2025-01-21,Current
3094,20,2022-03-03,141074,0,0,0,2025-07-20,Current
3095,24,2022-04-17,225037,1,30,1,2024-08-31,Early
3096,15,2022-04-10,258606,0,15,1,2022-01-02,Early
3097,16,2022-12-02,50882,0,0,0,2025-04-30,Current
3098,7,2023-04-09,463440,0,60,1,2022-07-19,30-60
3099,21,2022-03-25,417371,0,60,1,2025-09-08,30-60
3100,10,2023-01-25,304822,0,0,1,2024-11-23,Current
3101,12,2023-10-23,175865,0,0,0,2023-06-20,Current
3102,24,2025-03-20,173745,1,90,0,2025-01-21,60-90
3103,14,2024-07-08,474041,0,60,0,2023-04-09,30-60
3104,25,2023-06-03,78885,0,0,1,2025-08-16,Current
3105,5,2025-12-18,221128,0,0,1,2025-01-31,Current
3106,21,2023-08-18,446419,0,0,0,2024-10-10,Current
3107,18,2024-02-01,241313,0,15,0,2025-08-13,Early
3108,5,2025-01-16,445460,0,0,1,2024-05-22,Current
3109,3,2024-08-24,410466,0,0,0,2022-12-01,Current
3110,23,2022-10-18,380763,1,0,0,2024-12-11,Current
3111,5,2023-05-31,71584,0,60,1,2025-12-15,30-60
3112,24,2023-10-18,320665,0,0,0,2025-06-02,Current
3113,17,2024-09-07,231089,1,0,0,2022-12-11,Current
3114,19,2022-05-11,345685,0,90,1,2022-01-05,60-90
3115,19,2023-04-27,79063,1,0,0,2025-08-25,Current
3116,25,2022-04-06,120268,1,0,1,2023-08-10,Current
3117,21,2024-02-10,306306,0,30,0,2025-11-14,Early
3118,12,2025-07-11,176218,1,0,0,2024-09-16,Current
3119,25,2024-12-24,430350,0,60,0,2023-03-18,30-60
3120,9,2022-11-30,274126,0,0,0,2025-03-27,Current
3121,1,2024-07-07,220635,1,0,0,2023-05-02,Current
3122,18,2023-01-30,220824,0,60,0,2022-04-17,30-60
3123,21,2024-11-05,276305,0,0,0,2022-07-08,Current
3124,4,2024-09-15,445783,0,30,0,2023-05-23,Early
3125,10,2024-09-24,459337,1,0,0,2024-12-31,Current
3126,25,2022-03-24,444890,1,0,0,2024-03-23,Current
3127,7,2022-06-04,126411,0,60,0,2024-08-26,30-60
3128,22,2025-12-16,159876,1,0,0,2024-03-22,Current
3129,23,2024-02-13,248153,0,0,0,2024-01-10,Current
3130,1,2022-01-08,210212,0,0,0,2025-09-04,Current
3131,17,2022-01-12,190399,0,0,1,2024-12-22,Current
3132,24,2025-11-01,73331,1,30,0,2024-06-07,Early
3133,2,2022-01-25,73004,0,60,0,2023-10-03,30-60
3134,11,2024-10-20,288441,0,15,1,2022-06-20,Early
3135,9,2025-02-18,431387,1,15,0,2022-07-18,Early
3136,7,2025-06-23,453708,1,0,0,2022-01-22,Current
3137,22,2022-09-01,498013,0,0,0,2022-09-27,Current
3138,17,2025-01-17,239167,0,30,0,2022-10-28,Early
3139,17,2022-05-12,456965,1,0,0,2025-10-15,Current
3140,2,2024-12-03,375361,1,0,0,2025-03-01,Current
3141,6,2024-11-29,139044,0,90,1,2024-04-23,60-90
3142,14,2023-02-07,321189,1,0,0,2022-12-29,Current
3143,6,2025-10-13,332260,1,0,0,2024-06-09,Current
3144,2,2024-10-30,68667,1,15,0,2023-09-21,Early
3145,1,2023-04-04,387201,1,30,0,2025-05-04,Early
3146,10,2023-09-29,124205,0,0,0,2022-09-06,Current
3147,21,2023-06-22,77302,0,0,1,2022-11-05,Current
3148,5,2022-05-10,454499,0,90,1,2023-10-20,60-90
3149,2,2024-08-12,212007,0,30,1,2022-10-15,Early
3150,22,2023-05-28,122534,1,60,0,2023-08-16,30-60
3151,16,2024-10-27,275414,1,0,1,2022-07-25,Current
3152,25,2022-12-23,212696,0,0,0,2022-12-23,Current
3153,2,2025-03-26,63440,0,0,0,2022-02-24,Current
3154,10,2023-12-23,423145,0,0,0,2022-05-10,Current
3155,2,2025-05-10,358645,0,0,1,2025-03-12,Current
3156,16,2025-06-07,444485,0,0,0,2022-10-04,Current
3157,16,2025-01-03,320012,0,0,0,2023-11-21,Current
3158,19,2024-12-10,211323,0,15,1,2022-10-09,Early
3159,7,2023-09-24,390053,0,30,0,2025-09-20,Early
3160,22,2025-10-06,134523,0,0,0,2022-06-14,Current
3161,12,2023-07-03,219801,1,0,0,2024-10-03,Current
3162,24,2022-10-27,65734,0,0,0,2022-06-18,Current
3163,15,2024-08-04,223501,0,0,0,2023-06-09,Current
3164,8,2022-05-29,222409,0,0,0,2022-11-29,Current
3165,6,2023-08-19,483541,0,0,0,2023-09-09,Current
3166,10,2024-12-17,395744,1,60,1,2025-03-09,30-60
3167,3,2022-09-24,320577,0,30,1,2024-12-05,Early
3168,19,2022-09-02,190183,1,15,1,2024-07-27,Early
3169,17,2023-10-15,153986,0,60,0,2025-07-05,30-60
3170,7,2025-11-14,375897,0,15,0,2025-02-06,Early
3171,21,2022-10-11,163783,0,30,0,2023-12-20,Early
3172,20,2025-01-29,261655,0,15,1,2022-04-12,Early
3173,4,2023-05-31,333895,0,0,1,2025-10-05,Current
3174,14,2024-05-01,197525,1,30,1,2025-05-05,Early
3175,20,2024-01-27,266916,0,0,0,2022-04-21,Current
3176,22,2022-06-23,482184,0,15,0,2025-02-28,Early
3177,15,2022-05-10,211149,1,90,1,2024-12-25,60-90
